event_id,event_date,event_name,event_type,mood_tag,major_target,building,latitude,longitude,student_id,attended,repeat_flag
1094,2025-03-30,Academic Workshop,Academic,Neutral,Psychology,EPIC,35.3097,-80.7417,196,1,True
1108,2025-04-09,Career Workshop,Career,Neutral,Psychology,Student Union,35.3059,-80.7327,196,1,True
1130,2025-04-21,Career Talk,Career,Positive,Business,Atkins Library,35.3077,-80.7323,197,1,False
1292,2025-09-11,Career Study Hall,Career,Neutral,Psychology,EPIC,35.3097,-80.7417,197,1,False
1007,2025-01-08,Academic Workshop,Academic,Stressed,Biology,Student Union,35.3059,-80.7327,198,1,False
1109,2025-04-09,Mindfulness Workshop,Mindfulness,Neutral,Psychology,Atkins Library,35.3077,-80.7323,198,1,False
1230,2025-07-27,Academic Study Hall,Academic,Neutral,CS,Cone Center,35.3078,-80.7364,198,1,False
1159,2025-05-22,Academic Study Hall,Academic,Neutral,Biology,Cone Center,35.3078,-80.7364,199,1,False
1245,2025-08-06,Career Mixer,Career,Neutral,Biology,EPIC,35.3097,-80.7417,199,1,False
1264,2025-08-23,Academic Workshop,Academic,Neutral,Psychology,Atkins Library,35.3077,-80.7323,199,1,True
1299,2025-09-15,Academic Study Hall,Academic,Neutral,Art,Cone Center,35.3078,-80.7364,199,1,True
1059,2025-02-25,Academic Talk,Academic,Neutral,Biology,Cone Center,35.3078,-80.7364,200,1,False
1063,2025-02-28,Career Mixer,Career,Positive,Biology,Cone Center,35.3078,-80.7364,200,1,True
1115,2025-04-13,Career Talk,Career,Stressed,Psychology,Atkins Library,35.3077,-80.7323,200,1,True
1132,2025-04-23,Mindfulness Mixer,Mindfulness,Neutral,Psychology,Cone Center,35.3078,-80.7364,200,1,True
1134,2025-04-24,Academic Study Hall,Academic,Positive,Art,CHHS,35.3072,-80.7338,200,1,True
1218,2025-07-14,Career Workshop,Career,Neutral,CS,CHHS,35.3072,-80.7338,200,1,False
1165,2025-05-27,Academic Workshop,Academic,Stressed,CS,Student Union,35.3059,-80.7327,201,1,False
1306,2025-09-21,Academic Workshop,Academic,Neutral,CS,Atkins Library,35.3077,-80.7323,201,1,False
1066,2025-03-03,Career Workshop,Career,Stressed,CS,CHHS,35.3072,-80.7338,202,1,False
1086,2025-03-21,Mindfulness Talk,Mindfulness,Neutral,Business,CHHS,35.3072,-80.7338,202,1,True
1155,2025-05-20,Academic Workshop,Academic,Neutral,CS,CHHS,35.3072,-80.7338,202,1,True
1033,2025-02-03,Academic Talk,Academic,Positive,Business,Cone Center,35.3078,-80.7364,203,1,False
1165,2025-05-27,Academic Workshop,Academic,Stressed,CS,Student Union,35.3059,-80.7327,203,1,False
1231,2025-07-28,Mindfulness Workshop,Mindfulness,Neutral,CS,Student Union,35.3059,-80.7327,203,1,False
1278,2025-09-02,Mindfulness Study Hall,Mindfulness,Positive,Psychology,EPIC,35.3097,-80.7417,203,1,True
1300,2025-09-16,Academic Mixer,Academic,Neutral,Biology,CHHS,35.3072,-80.7338,203,1,True
1035,2025-02-05,Academic Study Hall,Academic,Neutral,Business,Cone Center,35.3078,-80.7364,204,1,False
1050,2025-02-18,Career Study Hall,Career,Neutral,Psychology,Cone Center,35.3078,-80.7364,204,1,True
1151,2025-05-16,Mindfulness Workshop,Mindfulness,Neutral,Business,EPIC,35.3097,-80.7417,204,1,False
1087,2025-03-21,Academic Workshop,Academic,Neutral,CS,EPIC,35.3097,-80.7417,205,1,False
1134,2025-04-24,Academic Study Hall,Academic,Positive,Art,CHHS,35.3072,-80.7338,205,1,True
1088,2025-03-22,Career Talk,Career,Positive,Psychology,Atkins Library,35.3077,-80.7323,206,1,False
1129,2025-04-21,Academic Talk,Academic,Neutral,Art,Student Union,35.3059,-80.7327,206,1,True
1213,2025-07-12,Academic Talk,Academic,Neutral,Business,Cone Center,35.3078,-80.7364,206,1,False
1063,2025-02-28,Career Mixer,Career,Positive,Biology,Cone Center,35.3078,-80.7364,207,1,False
1090,2025-03-25,Career Study Hall,Career,Positive,Business,EPIC,35.3097,-80.7417,207,1,True
1140,2025-04-30,Academic Talk,Academic,Neutral,CS,Cone Center,35.3078,-80.7364,208,1,False
1179,2025-06-07,Mindfulness Workshop,Mindfulness,Neutral,Art,Atkins Library,35.3077,-80.7323,208,1,True
1221,2025-07-22,Academic Study Hall,Academic,Positive,Business,Cone Center,35.3078,-80.7364,208,1,True
1067,2025-03-04,Academic Study Hall,Academic,Positive,Business,Atkins Library,35.3077,-80.7323,209,1,False
1088,2025-03-22,Career Talk,Career,Positive,Psychology,Atkins Library,35.3077,-80.7323,209,1,True
1248,2025-08-08,Academic Talk,Academic,Positive,Biology,EPIC,35.3097,-80.7417,209,1,False
1279,2025-09-03,Academic Talk,Academic,Neutral,Biology,CHHS,35.3072,-80.7338,209,1,True
1052,2025-02-19,Career Talk,Career,Neutral,CS,Atkins Library,35.3077,-80.7323,210,1,False
1053,2025-02-21,Academic Mixer,Academic,Stressed,CS,EPIC,35.3097,-80.7417,210,1,True
1277,2025-09-02,Career Talk,Career,Positive,Psychology,EPIC,35.3097,-80.7417,210,1,False
1020,2025-01-23,Career Mixer,Career,Neutral,Biology,Atkins Library,35.3077,-80.7323,211,1,False
1028,2025-01-30,Academic Mixer,Academic,Positive,Biology,Cone Center,35.3078,-80.7364,211,1,True
1038,2025-02-10,Academic Study Hall,Academic,Stressed,Biology,Atkins Library,35.3077,-80.7323,211,1,True
1042,2025-02-13,Career Talk,Career,Stressed,Biology,EPIC,35.3097,-80.7417,211,1,True
1144,2025-05-08,Career Mixer,Career,Neutral,Biology,Cone Center,35.3078,-80.7364,211,1,False
1217,2025-07-14,Academic Study Hall,Academic,Positive,Business,Student Union,35.3059,-80.7327,211,1,False
1222,2025-07-22,Mindfulness Workshop,Mindfulness,Positive,CS,EPIC,35.3097,-80.7417,211,1,True
1277,2025-09-02,Career Talk,Career,Positive,Psychology,EPIC,35.3097,-80.7417,211,1,True
1169,2025-05-29,Mindfulness Workshop,Mindfulness,Stressed,Art,Student Union,35.3059,-80.7327,212,1,False
1240,2025-08-02,Academic Workshop,Academic,Neutral,CS,Student Union,35.3059,-80.7327,212,1,False
1071,2025-03-07,Career Talk,Career,Stressed,CS,Cone Center,35.3078,-80.7364,213,1,False
1095,2025-03-30,Career Study Hall,Career,Neutral,Biology,Student Union,35.3059,-80.7327,213,1,True
1178,2025-06-07,Career Workshop,Career,Neutral,Psychology,Student Union,35.3059,-80.7327,213,1,False
1010,2025-01-12,Career Study Hall,Career,Neutral,CS,EPIC,35.3097,-80.7417,214,1,False
1015,2025-01-18,Career Mixer,Career,Neutral,CS,Atkins Library,35.3077,-80.7323,214,1,True
1104,2025-04-06,Career Workshop,Career,Positive,Biology,CHHS,35.3072,-80.7338,214,1,False
1078,2025-03-15,Mindfulness Workshop,Mindfulness,Neutral,Biology,Student Union,35.3059,-80.7327,215,1,False
1090,2025-03-25,Career Study Hall,Career,Positive,Business,EPIC,35.3097,-80.7417,215,1,True
1268,2025-08-25,Academic Mixer,Academic,Neutral,Business,Student Union,35.3059,-80.7327,215,1,False
1292,2025-09-11,Career Study Hall,Career,Neutral,Psychology,EPIC,35.3097,-80.7417,215,1,True
1118,2025-04-14,Academic Mixer,Academic,Positive,Biology,CHHS,35.3072,-80.7338,216,1,False
1128,2025-04-20,Academic Study Hall,Academic,Stressed,Biology,EPIC,35.3097,-80.7417,216,1,True
1213,2025-07-12,Academic Talk,Academic,Neutral,Business,Cone Center,35.3078,-80.7364,216,1,False
1011,2025-01-13,Mindfulness Workshop,Mindfulness,Positive,Business,EPIC,35.3097,-80.7417,218,1,False
1243,2025-08-04,Academic Mixer,Academic,Stressed,Business,Cone Center,35.3078,-80.7364,218,1,False
1047,2025-02-17,Academic Mixer,Academic,Stressed,Psychology,Atkins Library,35.3077,-80.7323,219,1,False
1215,2025-07-13,Mindfulness Workshop,Mindfulness,Neutral,CS,Atkins Library,35.3077,-80.7323,220,1,False
1065,2025-03-02,Career Mixer,Career,Neutral,Biology,EPIC,35.3097,-80.7417,221,1,False
1091,2025-03-26,Career Study Hall,Career,Neutral,Business,Student Union,35.3059,-80.7327,221,1,True
1136,2025-04-26,Career Workshop,Career,Neutral,Psychology,Atkins Library,35.3077,-80.7323,221,1,True
1075,2025-03-10,Mindfulness Workshop,Mindfulness,Neutral,Art,Cone Center,35.3078,-80.7364,222,1,False
1092,2025-03-26,Career Mixer,Career,Positive,Biology,Atkins Library,35.3077,-80.7323,222,1,True
1121,2025-04-16,Mindfulness Talk,Mindfulness,Positive,CS,Atkins Library,35.3077,-80.7323,222,1,True
1270,2025-08-26,Mindfulness Workshop,Mindfulness,Neutral,CS,EPIC,35.3097,-80.7417,222,1,False
1302,2025-09-17,Academic Mixer,Academic,Neutral,Business,CHHS,35.3072,-80.7338,222,1,True
1309,2025-09-24,Academic Mixer,Academic,Neutral,CS,EPIC,35.3097,-80.7417,222,1,True
1057,2025-02-23,Academic Study Hall,Academic,Neutral,Psychology,Atkins Library,35.3077,-80.7323,223,1,False
1270,2025-08-26,Mindfulness Workshop,Mindfulness,Neutral,CS,EPIC,35.3097,-80.7417,223,1,False
1133,2025-04-23,Mindfulness Talk,Mindfulness,Stressed,Biology,CHHS,35.3072,-80.7338,224,1,False
1235,2025-07-30,Career Mixer,Career,Stressed,Psychology,EPIC,35.3097,-80.7417,224,1,False
1059,2025-02-25,Academic Talk,Academic,Neutral,Biology,Cone Center,35.3078,-80.7364,225,1,False
1078,2025-03-15,Mindfulness Workshop,Mindfulness,Neutral,Biology,Student Union,35.3059,-80.7327,225,1,True
1099,2025-04-01,Academic Mixer,Academic,Neutral,Biology,EPIC,35.3097,-80.7417,225,1,True
1169,2025-05-29,Mindfulness Workshop,Mindfulness,Stressed,Art,Student Union,35.3059,-80.7327,225,1,True
1252,2025-08-10,Career Workshop,Career,Neutral,Business,EPIC,35.3097,-80.7417,225,1,False
1266,2025-08-24,Academic Workshop,Academic,Neutral,Art,Cone Center,35.3078,-80.7364,225,1,True
1272,2025-08-28,Career Workshop,Career,Positive,Psychology,Cone Center,35.3078,-80.7364,225,1,True
1278,2025-09-02,Mindfulness Study Hall,Mindfulness,Positive,Psychology,EPIC,35.3097,-80.7417,225,1,True
1236,2025-07-30,Career Workshop,Career,Neutral,Psychology,Student Union,35.3059,-80.7327,226,1,False
1249,2025-08-08,Mindfulness Study Hall,Mindfulness,Neutral,Business,Atkins Library,35.3077,-80.7323,226,1,True
1023,2025-01-26,Academic Talk,Academic,Stressed,Business,Atkins Library,35.3077,-80.7323,227,1,False
1302,2025-09-17,Academic Mixer,Academic,Neutral,Business,CHHS,35.3072,-80.7338,227,1,False
1036,2025-02-07,Mindfulness Workshop,Mindfulness,Stressed,Business,EPIC,35.3097,-80.7417,228,1,False
1128,2025-04-20,Academic Study Hall,Academic,Stressed,Biology,EPIC,35.3097,-80.7417,228,1,False
1156,2025-05-20,Career Mixer,Career,Neutral,CS,CHHS,35.3072,-80.7338,228,1,True
1244,2025-08-06,Career Mixer,Career,Neutral,Biology,Atkins Library,35.3077,-80.7323,228,1,False
1295,2025-09-12,Academic Talk,Academic,Positive,Art,EPIC,35.3097,-80.7417,228,1,True
1062,2025-02-28,Academic Mixer,Academic,Stressed,CS,Cone Center,35.3078,-80.7364,229,1,False
1114,2025-04-11,Academic Talk,Academic,Positive,Biology,CHHS,35.3072,-80.7338,229,1,True
1281,2025-09-03,Academic Workshop,Academic,Positive,Biology,Atkins Library,35.3077,-80.7323,229,1,False
1140,2025-04-30,Academic Talk,Academic,Neutral,CS,Cone Center,35.3078,-80.7364,230,1,False
1144,2025-05-08,Career Mixer,Career,Neutral,Biology,Cone Center,35.3078,-80.7364,230,1,True
1156,2025-05-20,Career Mixer,Career,Neutral,CS,CHHS,35.3072,-80.7338,230,1,True
1211,2025-07-09,Academic Mixer,Academic,Positive,Biology,CHHS,35.3072,-80.7338,231,1,False
1222,2025-07-22,Mindfulness Workshop,Mindfulness,Positive,CS,EPIC,35.3097,-80.7417,231,1,True
1287,2025-09-08,Academic Study Hall,Academic,Neutral,Psychology,Student Union,35.3059,-80.7327,232,1,False
1015,2025-01-18,Career Mixer,Career,Neutral,CS,Atkins Library,35.3077,-80.7323,233,1,False
1071,2025-03-07,Career Talk,Career,Stressed,CS,Cone Center,35.3078,-80.7364,233,1,True
1090,2025-03-25,Career Study Hall,Career,Positive,Business,EPIC,35.3097,-80.7417,233,1,True
1190,2025-06-19,Academic Study Hall,Academic,Stressed,Psychology,CHHS,35.3072,-80.7338,233,1,False
1247,2025-08-07,Career Workshop,Career,Neutral,Art,CHHS,35.3072,-80.7338,234,1,False
1309,2025-09-24,Academic Mixer,Academic,Neutral,CS,EPIC,35.3097,-80.7417,234,1,True
1273,2025-08-30,Academic Study Hall,Academic,Neutral,Psychology,CHHS,35.3072,-80.7338,235,1,False
1278,2025-09-02,Mindfulness Study Hall,Mindfulness,Positive,Psychology,EPIC,35.3097,-80.7417,235,1,True
1010,2025-01-12,Career Study Hall,Career,Neutral,CS,EPIC,35.3097,-80.7417,236,1,False
1008,2025-01-08,Mindfulness Talk,Mindfulness,Stressed,Psychology,Cone Center,35.3078,-80.7364,237,1,False
1040,2025-02-12,Mindfulness Workshop,Mindfulness,Neutral,Art,EPIC,35.3097,-80.7417,237,1,True
1069,2025-03-07,Academic Workshop,Academic,Neutral,Biology,Student Union,35.3059,-80.7327,237,1,True
1097,2025-04-01,Mindfulness Workshop,Mindfulness,Neutral,Business,Cone Center,35.3078,-80.7364,237,1,True
1288,2025-09-09,Academic Talk,Academic,Neutral,CS,Atkins Library,35.3077,-80.7323,237,1,False
1051,2025-02-19,Academic Workshop,Academic,Neutral,CS,Cone Center,35.3078,-80.7364,238,1,False
1211,2025-07-09,Academic Mixer,Academic,Positive,Biology,CHHS,35.3072,-80.7338,238,1,False
1288,2025-09-09,Academic Talk,Academic,Neutral,CS,Atkins Library,35.3077,-80.7323,238,1,False
1071,2025-03-07,Career Talk,Career,Stressed,CS,Cone Center,35.3078,-80.7364,239,1,False
1138,2025-04-27,Academic Workshop,Academic,Neutral,CS,Student Union,35.3059,-80.7327,239,1,True
1288,2025-09-09,Academic Talk,Academic,Neutral,CS,Atkins Library,35.3077,-80.7323,240,1,False
1100,2025-04-02,Mindfulness Talk,Mindfulness,Stressed,CS,EPIC,35.3097,-80.7417,241,1,False
1103,2025-04-05,Career Mixer,Career,Neutral,CS,EPIC,35.3097,-80.7417,241,1,True
1169,2025-05-29,Mindfulness Workshop,Mindfulness,Stressed,Art,Student Union,35.3059,-80.7327,241,1,True
1184,2025-06-11,Career Workshop,Career,Positive,Biology,Cone Center,35.3078,-80.7364,241,1,True
1281,2025-09-03,Academic Workshop,Academic,Positive,Biology,Atkins Library,35.3077,-80.7323,241,1,False
1050,2025-02-18,Career Study Hall,Career,Neutral,Psychology,Cone Center,35.3078,-80.7364,242,1,False
1094,2025-03-30,Academic Workshop,Academic,Neutral,Psychology,EPIC,35.3097,-80.7417,242,1,True
1027,2025-01-30,Academic Study Hall,Academic,Positive,CS,Cone Center,35.3078,-80.7364,243,1,False
1063,2025-02-28,Career Mixer,Career,Positive,Biology,Cone Center,35.3078,-80.7364,243,1,True
1095,2025-03-30,Career Study Hall,Career,Neutral,Biology,Student Union,35.3059,-80.7327,243,1,True
1076,2025-03-11,Academic Workshop,Academic,Stressed,CS,Student Union,35.3059,-80.7327,244,1,False
1191,2025-06-19,Career Study Hall,Career,Positive,Business,EPIC,35.3097,-80.7417,244,1,False
1201,2025-07-01,Mindfulness Study Hall,Mindfulness,Neutral,Psychology,CHHS,35.3072,-80.7338,244,1,True
1277,2025-09-02,Career Talk,Career,Positive,Psychology,EPIC,35.3097,-80.7417,244,1,False
1160,2025-05-23,Career Mixer,Career,Neutral,Art,CHHS,35.3072,-80.7338,245,1,False
1176,2025-06-03,Career Talk,Career,Stressed,Biology,CHHS,35.3072,-80.7338,245,1,True
1194,2025-06-22,Academic Workshop,Academic,Positive,Biology,CHHS,35.3072,-80.7338,245,1,True
1135,2025-04-26,Academic Study Hall,Academic,Neutral,CS,EPIC,35.3097,-80.7417,247,1,False
1160,2025-05-23,Career Mixer,Career,Neutral,Art,CHHS,35.3072,-80.7338,247,1,True
1053,2025-02-21,Academic Mixer,Academic,Stressed,CS,EPIC,35.3097,-80.7417,248,1,False
1069,2025-03-07,Academic Workshop,Academic,Neutral,Biology,Student Union,35.3059,-80.7327,248,1,True
1076,2025-03-11,Academic Workshop,Academic,Stressed,CS,Student Union,35.3059,-80.7327,248,1,True
1240,2025-08-02,Academic Workshop,Academic,Neutral,CS,Student Union,35.3059,-80.7327,248,1,False
1256,2025-08-17,Academic Mixer,Academic,Neutral,Art,EPIC,35.3097,-80.7417,248,1,True
1020,2025-01-23,Career Mixer,Career,Neutral,Biology,Atkins Library,35.3077,-80.7323,249,1,False
1050,2025-02-18,Career Study Hall,Career,Neutral,Psychology,Cone Center,35.3078,-80.7364,249,1,True
1097,2025-04-01,Mindfulness Workshop,Mindfulness,Neutral,Business,Cone Center,35.3078,-80.7364,249,1,True
1178,2025-06-07,Career Workshop,Career,Neutral,Psychology,Student Union,35.3059,-80.7327,249,1,False
1224,2025-07-24,Academic Talk,Academic,Neutral,Business,Atkins Library,35.3077,-80.7323,249,1,True
1257,2025-08-18,Academic Talk,Academic,Stressed,CS,Atkins Library,35.3077,-80.7323,249,1,True
1293,2025-09-11,Mindfulness Workshop,Mindfulness,Neutral,CS,EPIC,35.3097,-80.7417,249,1,True
1130,2025-04-21,Career Talk,Career,Positive,Business,Atkins Library,35.3077,-80.7323,250,1,False
1149,2025-05-13,Academic Workshop,Academic,Neutral,Business,EPIC,35.3097,-80.7417,250,1,True
1293,2025-09-11,Mindfulness Workshop,Mindfulness,Neutral,CS,EPIC,35.3097,-80.7417,250,1,False
1119,2025-04-14,Career Mixer,Career,Stressed,CS,Cone Center,35.3078,-80.7364,251,1,False
1215,2025-07-13,Mindfulness Workshop,Mindfulness,Neutral,CS,Atkins Library,35.3077,-80.7323,251,1,False
1264,2025-08-23,Academic Workshop,Academic,Neutral,Psychology,Atkins Library,35.3077,-80.7323,251,1,True
1037,2025-02-10,Academic Mixer,Academic,Neutral,Business,Atkins Library,35.3077,-80.7323,252,1,False
1043,2025-02-13,Academic Talk,Academic,Neutral,Biology,CHHS,35.3072,-80.7338,252,1,True
1176,2025-06-03,Career Talk,Career,Stressed,Biology,CHHS,35.3072,-80.7338,252,1,False
1193,2025-06-22,Career Mixer,Career,Positive,CS,Atkins Library,35.3077,-80.7323,254,1,False
1254,2025-08-15,Academic Mixer,Academic,Stressed,Psychology,Student Union,35.3059,-80.7327,254,1,True
1209,2025-07-09,Career Workshop,Career,Neutral,Biology,Cone Center,35.3078,-80.7364,255,1,False
1070,2025-03-07,Mindfulness Talk,Mindfulness,Positive,Psychology,Atkins Library,35.3077,-80.7323,256,1,False
1091,2025-03-26,Career Study Hall,Career,Neutral,Business,Student Union,35.3059,-80.7327,256,1,True
1026,2025-01-29,Academic Workshop,Academic,Neutral,Psychology,Student Union,35.3059,-80.7327,257,1,False
1068,2025-03-04,Mindfulness Talk,Mindfulness,Positive,CS,CHHS,35.3072,-80.7338,258,1,False
1138,2025-04-27,Academic Workshop,Academic,Neutral,CS,Student Union,35.3059,-80.7327,258,1,True
1295,2025-09-12,Academic Talk,Academic,Positive,Art,EPIC,35.3097,-80.7417,258,1,False
1173,2025-06-02,Academic Workshop,Academic,Positive,Biology,Student Union,35.3059,-80.7327,259,1,False
1257,2025-08-18,Academic Talk,Academic,Stressed,CS,Atkins Library,35.3077,-80.7323,259,1,False
1162,2025-05-24,Academic Talk,Academic,Positive,Biology,CHHS,35.3072,-80.7338,260,1,False
1098,2025-04-01,Academic Workshop,Academic,Positive,CS,CHHS,35.3072,-80.7338,261,1,False
1218,2025-07-14,Career Workshop,Career,Neutral,CS,CHHS,35.3072,-80.7338,261,1,False
1226,2025-07-25,Career Talk,Career,Neutral,Biology,Atkins Library,35.3077,-80.7323,261,1,True
1301,2025-09-17,Academic Talk,Academic,Neutral,Business,Student Union,35.3059,-80.7327,261,1,True
1060,2025-02-26,Career Study Hall,Career,Positive,CS,Atkins Library,35.3077,-80.7323,262,1,False
1076,2025-03-11,Academic Workshop,Academic,Stressed,CS,Student Union,35.3059,-80.7327,262,1,True
1202,2025-07-01,Career Study Hall,Career,Neutral,CS,EPIC,35.3097,-80.7417,262,1,False
1001,2025-01-01,Mindfulness Mixer,Mindfulness,Positive,CS,Cone Center,35.3078,-80.7364,263,1,False
1018,2025-01-21,Academic Study Hall,Academic,Stressed,Biology,Student Union,35.3059,-80.7327,263,1,True
1090,2025-03-25,Career Study Hall,Career,Positive,Business,EPIC,35.3097,-80.7417,263,1,False
1105,2025-04-07,Academic Study Hall,Academic,Stressed,Psychology,Student Union,35.3059,-80.7327,263,1,True
1108,2025-04-09,Career Workshop,Career,Neutral,Psychology,Student Union,35.3059,-80.7327,263,1,True
1112,2025-04-11,Mindfulness Study Hall,Mindfulness,Stressed,CS,EPIC,35.3097,-80.7417,263,1,True
1120,2025-04-15,Mindfulness Study Hall,Mindfulness,Neutral,Business,Student Union,35.3059,-80.7327,263,1,True
1254,2025-08-15,Academic Mixer,Academic,Stressed,Psychology,Student Union,35.3059,-80.7327,263,1,False
1277,2025-09-02,Career Talk,Career,Positive,Psychology,EPIC,35.3097,-80.7417,263,1,True
1030,2025-01-31,Mindfulness Mixer,Mindfulness,Stressed,Psychology,Student Union,35.3059,-80.7327,265,1,False
1035,2025-02-05,Academic Study Hall,Academic,Neutral,Business,Cone Center,35.3078,-80.7364,265,1,True
1092,2025-03-26,Career Mixer,Career,Positive,Biology,Atkins Library,35.3077,-80.7323,265,1,True
1099,2025-04-01,Academic Mixer,Academic,Neutral,Biology,EPIC,35.3097,-80.7417,265,1,True
1142,2025-05-01,Career Workshop,Career,Neutral,CS,Student Union,35.3059,-80.7327,265,1,True
1169,2025-05-29,Mindfulness Workshop,Mindfulness,Stressed,Art,Student Union,35.3059,-80.7327,265,1,True
1236,2025-07-30,Career Workshop,Career,Neutral,Psychology,Student Union,35.3059,-80.7327,265,1,False
1301,2025-09-17,Academic Talk,Academic,Neutral,Business,Student Union,35.3059,-80.7327,265,1,True
1302,2025-09-17,Academic Mixer,Academic,Neutral,Business,CHHS,35.3072,-80.7338,265,1,True
1056,2025-02-22,Career Talk,Career,Neutral,Business,Student Union,35.3059,-80.7327,266,1,False
1084,2025-03-19,Mindfulness Study Hall,Mindfulness,Neutral,Biology,Student Union,35.3059,-80.7327,266,1,True
1134,2025-04-24,Academic Study Hall,Academic,Positive,Art,CHHS,35.3072,-80.7338,266,1,True
1056,2025-02-22,Career Talk,Career,Neutral,Business,Student Union,35.3059,-80.7327,267,1,False
1025,2025-01-28,Career Study Hall,Career,Stressed,Business,Atkins Library,35.3077,-80.7323,268,1,False
1162,2025-05-24,Academic Talk,Academic,Positive,Biology,CHHS,35.3072,-80.7338,268,1,False
1242,2025-08-04,Mindfulness Workshop,Mindfulness,Positive,Business,Cone Center,35.3078,-80.7364,268,1,False
1292,2025-09-11,Career Study Hall,Career,Neutral,Psychology,EPIC,35.3097,-80.7417,268,1,True
1039,2025-02-12,Academic Study Hall,Academic,Neutral,Psychology,Atkins Library,35.3077,-80.7323,269,1,False
1099,2025-04-01,Academic Mixer,Academic,Neutral,Biology,EPIC,35.3097,-80.7417,269,1,True
1170,2025-05-29,Mindfulness Workshop,Mindfulness,Stressed,CS,EPIC,35.3097,-80.7417,269,1,True
1059,2025-02-25,Academic Talk,Academic,Neutral,Biology,Cone Center,35.3078,-80.7364,270,1,False
1111,2025-04-10,Career Study Hall,Career,Positive,Art,Cone Center,35.3078,-80.7364,270,1,True
1087,2025-03-21,Academic Workshop,Academic,Neutral,CS,EPIC,35.3097,-80.7417,271,1,False
1098,2025-04-01,Academic Workshop,Academic,Positive,CS,CHHS,35.3072,-80.7338,271,1,True
1055,2025-02-22,Academic Mixer,Academic,Neutral,Business,CHHS,35.3072,-80.7338,272,1,False
1015,2025-01-18,Career Mixer,Career,Neutral,CS,Atkins Library,35.3077,-80.7323,273,1,False
1025,2025-01-28,Career Study Hall,Career,Stressed,Business,Atkins Library,35.3077,-80.7323,274,1,False
1061,2025-02-26,Career Mixer,Career,Stressed,CS,Student Union,35.3059,-80.7327,275,1,False
1301,2025-09-17,Academic Talk,Academic,Neutral,Business,Student Union,35.3059,-80.7327,275,1,False
1200,2025-07-01,Mindfulness Study Hall,Mindfulness,Stressed,Art,Atkins Library,35.3077,-80.7323,276,1,False
1274,2025-08-30,Career Talk,Career,Neutral,Art,Atkins Library,35.3077,-80.7323,276,1,True
1055,2025-02-22,Academic Mixer,Academic,Neutral,Business,CHHS,35.3072,-80.7338,277,1,False
1075,2025-03-10,Mindfulness Workshop,Mindfulness,Neutral,Art,Cone Center,35.3078,-80.7364,277,1,True
1095,2025-03-30,Career Study Hall,Career,Neutral,Biology,Student Union,35.3059,-80.7327,277,1,True
1293,2025-09-11,Mindfulness Workshop,Mindfulness,Neutral,CS,EPIC,35.3097,-80.7417,278,1,False
1091,2025-03-26,Career Study Hall,Career,Neutral,Business,Student Union,35.3059,-80.7327,279,1,False
1113,2025-04-11,Career Workshop,Career,Positive,Art,EPIC,35.3097,-80.7417,279,1,True
1121,2025-04-16,Mindfulness Talk,Mindfulness,Positive,CS,Atkins Library,35.3077,-80.7323,279,1,True
1132,2025-04-23,Mindfulness Mixer,Mindfulness,Neutral,Psychology,Cone Center,35.3078,-80.7364,279,1,True
1048,2025-02-18,Academic Workshop,Academic,Neutral,CS,EPIC,35.3097,-80.7417,280,1,False
1084,2025-03-19,Mindfulness Study Hall,Mindfulness,Neutral,Biology,Student Union,35.3059,-80.7327,280,1,True
1085,2025-03-21,Academic Talk,Academic,Positive,Business,EPIC,35.3097,-80.7417,280,1,True
1143,2025-05-06,Academic Study Hall,Academic,Positive,Business,Cone Center,35.3078,-80.7364,280,1,True
1188,2025-06-16,Mindfulness Study Hall,Mindfulness,Neutral,CS,Atkins Library,35.3077,-80.7323,280,1,True
1241,2025-08-03,Academic Study Hall,Academic,Positive,Biology,CHHS,35.3072,-80.7338,280,1,True
1272,2025-08-28,Career Workshop,Career,Positive,Psychology,Cone Center,35.3078,-80.7364,280,1,True
1242,2025-08-04,Mindfulness Workshop,Mindfulness,Positive,Business,Cone Center,35.3078,-80.7364,281,1,False
1263,2025-08-22,Mindfulness Mixer,Mindfulness,Stressed,Biology,EPIC,35.3097,-80.7417,281,1,True
1057,2025-02-23,Academic Study Hall,Academic,Neutral,Psychology,Atkins Library,35.3077,-80.7323,282,1,False
1115,2025-04-13,Career Talk,Career,Stressed,Psychology,Atkins Library,35.3077,-80.7323,282,1,True
1136,2025-04-26,Career Workshop,Career,Neutral,Psychology,Atkins Library,35.3077,-80.7323,282,1,True
1166,2025-05-27,Mindfulness Workshop,Mindfulness,Stressed,CS,EPIC,35.3097,-80.7417,282,1,True
1017,2025-01-20,Academic Talk,Academic,Neutral,Art,Student Union,35.3059,-80.7327,283,1,False
1143,2025-05-06,Academic Study Hall,Academic,Positive,Business,Cone Center,35.3078,-80.7364,283,1,False
1274,2025-08-30,Career Talk,Career,Neutral,Art,Atkins Library,35.3077,-80.7323,283,1,False
1134,2025-04-24,Academic Study Hall,Academic,Positive,Art,CHHS,35.3072,-80.7338,284,1,False
1156,2025-05-20,Career Mixer,Career,Neutral,CS,CHHS,35.3072,-80.7338,284,1,True
1237,2025-07-31,Career Talk,Career,Neutral,Psychology,Atkins Library,35.3077,-80.7323,284,1,False
1048,2025-02-18,Academic Workshop,Academic,Neutral,CS,EPIC,35.3097,-80.7417,285,1,False
